content,score,label
"banyak iklan, apa-apa harus premium, pindah lagu juga harus premium, di suruh premium maksa banget, BANYAK IKLAN.",2,negatif
sinting ya ni spotify iklannya skrg 4,1,negatif
bagus dan seru,4,positif
sangat nagus,5,positif
kebanyakan iklan,1,negatif
kebanyakan iklan ga ngotak baru dengerin satu lagu iklan 2 dengerin lagu berikut nya 4 iklan. iya tau ga premium tapi please lah iklan nya ga gini juga 🙄 saran apl streaming yang iklan nya dikit please Spotify bener bener gak recomed banget 🙄😒,1,negatif
seru,5,positif
bagus.😔👍,4,positif
Spotify sangat bagus,5,positif
makin lama makin banyak iklan,1,negatif
kesel kalo harus mencet lagu lain selalu ada harus premium aku udh hapus ches tapi tetep gitu kalo spotify gini terus aku gk mau lagi. spotify tolong ni akun ku gk semua orang banyak uang nya ya untuk premium,1,negatif
👍👍,5,positif
Sangat cocok,5,positif
bagus banget,5,positif
apk kikir tpi okela,5,positif
utk hiburan saat sdg kerja sendiri,5,positif
enak bgt😑,5,positif
karena lagu timur nya asssik banget😉,5,positif
sukaaaaa bgtt,5,positif
apk ini memang mewajibkan kalian harus premium kalo gak mau iklan dan lagu acak trus setiap kita milih lagu,1,negatif
Aplikasi yang menyenangkan utk putar lagu kesayangan,5,positif
favorit bgt,5,positif
"udaa daa, Spotify kadang yny di rekomendasikan anee,klo mau cri lgu galau kan udh nemu misal bahagia lagi,na klo dh abis mesti ganti ke lgu yng buat yny party jadi males,klo udh pasang lgu galau selanjutnya galau ajaa sii gtu na klo lgi party selanjutnya party ajaa,saran dri gw gtu,sisanya udh bagus² semua,yng gw g suka si cmn itu, klo misall lagi galau ntr pindaa ke musik party,ini ga tau siapa yng sala,atau mungkin gw yng aga kurang yaa ilmu nya,tpi klo menurut gw pribadi biar lebi gampang",4,positif
di aku gaada lirik ny,3,netral
suka bet karena sering kehibur,5,positif
"keren inilah aplikasi yg terbagus saya dapati ,semoga aplikasi ini semakin rame lagi digunakan",5,positif
ad lagu ambatukam kerennnnnnnnnn bgt,5,positif
"muak gw denger suara Rony parulian sama Jerome, hapus napa iklan 2 Brand ambasador lu itu bikin pusing di kepala",2,negatif
bagus sekalii,5,positif
kikir lu,1,negatif
BAGUS BANGET BUAT DENGERIN LAGU,5,positif
makasih Spotify udah sadar diri 😁😁,5,positif
mantap suaranya bagus😎😎👍,5,positif
bagus banget jadi dengerin lagu di sini,5,positif
lagu nya enak enak,5,positif
"bagus, bisa setel semua lagu dan lain² dan juga bisa ngelatih saya bernyanyi",5,positif
karna terdapat jika tidak membayar tidak boleh mendengar kan lagu,4,positif
"masa iya mau dengerin lagu juga ada batas nya? ga bisa milih sesuka hati lagu yang mau di dengar, kalau mau bebas harus premium. apa-apa premium, muak tau ga.",2,negatif
sukak deh,5,positif
bagus tidak ngelag lagu luar biasa aplikasi membantu,5,positif
mantap deh pokoknya lagu² di spotify 👍👍👍,5,positif
enak enak lagu nya,5,positif
"aplikasi kikir, ew",1,negatif
"enak Cok bisa denger lagu tanpa latar belakang minus cuma satu,kalo mau offline harus bayar",4,positif
pokokkknyaaaaa bagussss bgttttt!!!,5,positif
GoodLuck,5,positif
lagunya magus,5,positif
sangat menarik,3,netral
saya rasa ini bagus,4,positif
sekarang apk nya gak guna harus premium baru bisa putar lagu yg di pengen,1,negatif
walaupun sedikit mahal bayar perbulan tapi sesuai lah,5,positif
lagunya stop ditengah jalan lagi...thank you pas buka applikasi shopee...kadang lagu sedang diputar bisa langsung tidak ada suara lagunya... cara menghubungi cs sportify gimana yah caranya...,5,positif
menemani disaat melakukan kegiatan rutin ..,4,positif
ok,5,positif
aku sangat senang kalo dengar lagu di aplikasi ini tapi aku gak bisa noglot padahal tempat orng lain gak bayar ini ko bayar mana mahal lagi gerti in kami dong kami masih anak anak darimana dapat uang semoga aplikasi nya memahami kami ya bagus bagus tapi karena nonglot nya mahal,5,positif
aplikasi tempek,5,positif
bagus tapi sekali iklan sekaligus 3😭,5,positif
aplikasi bagus,5,positif
Lumayan,5,positif
enak enak lagunyaa suka banget di 2 minggu pertama ga ada iklann terus kalo keluar apk masih bisa dengerin lagu bagus bangettt,5,positif
apalah hp gw gk bisa download gw kasih rating 1,1,negatif
iklan nya banyak sekali lebih bagus uninstall aja ni aplikasi,1,negatif
Aplikasi ini sangat menghibur,5,positif
jangan banyak iklan nya lebih seru mungkin,3,netral
"Saya pengguna lama Spotify sangat tidak nyaman untuk update terbaru ini, saya tidak ada masalah dengan banyaknya iklan tapi masalahnya sekarang sudah tidak bisa pilih lagu yang diinginkan, yang diputar random dari aplikasi, sangat tidak nyaman sangat dipaksakan untuk premium tapi harga berlangganan premium terlalu mahal !!!",2,negatif
sangat bagus dan ada liriknya aku suka,5,positif
bagus apk nya tapi ada iklan,5,positif
enak banget kalo dengerin laguuuu,5,positif
"iklan nya loh bejibun banget baru denger 2 lagu udah iklan, mana iklan nya jadi 4 sekarang, gabisa di skip lagi jelek banget sekarang spotify",1,negatif
bagus tapi tolong iklannya di kurangin,4,positif
kurangi iklan nya dongggg,5,positif
bagus,5,positif
bgs sett gilaaa,5,positif
memutar lagi di mobil dg tiada batas,4,positif
i love you more then myself,5,positif
iklan paling buruk,1,negatif
bagus bagus bagus bagus bagus bangetttttt buat yg suka dengerin musik bisa diapk inj,5,positif
"JUARA, cuman iklan nya jadi lebih banyak hehe",5,positif
lagu nya bagus sekali,4,positif
bagus bgt pokonya,5,positif
"baguss sekali sebenernya, cuma mengapa walaupun laga prem makin banyak ni iklan, kurang kurangin ya, kaya dlu lagu dong plsss",3,netral
"RECOMMENDED! Walaupun iklannya lumayan banyak si guys klo kalian ga beli prem, tapi gapapa baguss kok!",5,positif
maksa banget dah nyuruh premium,5,positif
lagu ai đưa em về yang bagus 👍,5,positif
"spotify jangan ngelunjak ya, iklannya 3 bzir",4,positif
bagus tpi kurang lama lagu nya🙏🙏,5,positif
"bagus nanti nyaman untuk di denger,pastikan kalian harus aplikasi ini karena seruu dan bagus",5,positif
"buruk pengguna lama harus ke premium pdahal dgn menggunakan nya aja apk nih dpet cuan musik"" apa aja di paksa bayar",1,negatif
bagus lengkap rekomen,1,negatif
siiip,5,positif
"​""Aplikasi yang sangat luar biasa! Sangat membantu musisi seperti saya untuk mempromosikan lagu dengan kualitas audio yang mantap dan sistem yang sangat proporsional. Apalagi saat mengajukan verifikasi centang artis, tidak ada hambatan dan tidak berbelit-belit. ​Saya sangat suka aplikasi ini karena membantu musisi-musisi lokal maupun musisi dunia untuk mempromosikan karya-karya mereka lewat Spotify. Luar biasa, semangat Spotify! Tidak ada aplikasi yang sebanding dengan kalian, memang luar biasa!",5,positif
apk nya bagus,5,positif
"seruu, bisa sambil nyanyi & bisa sambil dengerin juga sebelum tidur atau pas di jalan",5,positif
bagus ada lagu kesukaan,5,positif
mantap dan tidak membosankan,5,positif
"baguss banget aku suka,tapiiiiiii kadang kadang aku kesel kalo iklan terussss #izinnnn",4,positif
enak banget anjirr 🤙🤙🤙🤙🤙💥🔥🔥🔥,5,positif
i like this app,5,positif
aplikasinya bagus dan bisa dipakai main game,5,positif
sangat berguna! ❤❤,5,positif
mantal,5,positif
terlalu banyak iklan,3,netral
"gak bisa berhenti berlangganan anjingg,saldo gw abis dikuras tiap bulann,emang biadab",1,negatif
cocok buat lagi mandi mau pun tidur,5,positif
"sekalu lagu 4 kali iklan, hebat kamu",1,negatif
"aplikasi nya sangat jelek, setiap saya ingin memilih satu lagu saja langsung 4 iklan yang harus di tunggu. sudah begitu 1 iklan biasa 30 detik, belum lagi baru sebentar atau sedikit lagu yang di pilih langsung kena batas waktu buat memaksa pengguna berlangganan premium. dulu saja waktu saya download masih bisa lihat lirik lagu dengan bebas, sekarang 1× saja langsung kena batas premium lagi. Padahal dulu juga nyaman banget tiap podcast/episode bisa di download dan di dengar secara offline..",1,negatif
bikin tenang,5,positif
sangat baik,5,positif
bagus banget 👌👌,5,positif
lagu lagunya complete 🥰 + semuanya ada di Spotify,5,positif
enak untuk dengerin lagu sambil main gemes terbaik deh pokoknya ⭐⭐⭐⭐⭐,5,positif
really good,5,positif
Bagus,5,positif
baiklah,5,positif
playlist ga beraturan,1,negatif
baik,4,positif
mantap,5,positif
"hadeh iklan banyak bug banyak tiap udah liat iklan tiba tiba ke pause otomatis aplikasi gajelas, ga lama juga digantiin aplikasi lainn",1,negatif
bagus!,5,positif
udh beli paket premium pembayaran lwt Shopee pay tapi keterangan di aplikasi pembayaran ada masalah tapi saldo saya 79900 tidak kembali,3,netral
suaranya jernih dan enak didengar,5,positif
suka banget denger lagu disini,5,positif
mantap,4,positif
oke aja,4,positif
"bukan denger musik tpi denger iklann ,nol",1,negatif
bagussss berformat,5,positif
terlalu banyak iklannnnn,3,netral
"gila semuanya aja di premium in, pilih lagu A malah diputer lagu lain terus muncul ""pilih lagu untuk diputar besok, premium"" jujur gedeg banget, kenapa apa apa premium, iklan² terus mah ga masalah, lah ini ? semuanya di premium in. cari apk lain guys, disini makin banyak iklan & banyak penawaran premium.",1,negatif
bagus asik,5,positif
pas untuk musiknya hiburan dan santai,5,positif
"aplikasi kikir, kebanyakan iklan anjir, mana yang premium tambah mahal di aku",1,negatif
isriwiil,1,negatif
suka bangettttt,5,positif
mantap,5,positif
"masa udah kebanyakan iklan, mau ngeskip lagu aja ada limitnya, cuma bisa 3 kali doang. mau milih lagu yang kita mau juga ada limitnya, semua mua aja di buat premium. mau berangkat umroh apa gimana sih Spotify",1,negatif
bagus bangt pkoknya deh,5,positif
sangat bagus,4,positif
🤗🤗🤗👍👍👍,5,positif
banyak iklan,3,netral
JELEK BAU BANYAK IKLAN DEKIL BAU ASEM,1,negatif
iklannya gak ngotak buat yg tidak premium. mengganggu banget,1,negatif
terlalu banyak iklan,3,netral
keren banget,5,positif
iklannya tambah banyak,4,positif
mntap,5,positif
gak bisa instal lagu. lagu yg gua sukai bahkan gua udah pencet downlod tetapi malah disuruh bayar premium gua udah emosi 😠😠😠😠😠😠😠😠😡😡😡😡😡😡😡😡😡😡😡😠😠😠😠😠😠😠😤😤😤😤😤😤😠😠😠😠 ini namanya penipuan,1,negatif
saya sukaaaaaaa,5,positif
saya suka aplikasi ini,4,positif
uninstal karena terganggu jumlah iklan yang ga ngotak banget. tiap 2 lagu ada 3-4 iklan.. ngeriiii...,2,negatif
Asyiik,5,positif
MAYAN BURIQ,1,negatif
bagus,1,negatif
alus,5,positif
mantap bagus,5,positif
"hhmm.... saya tidak pandai bicara, biarkan bintangnya yang menjelaskan☺️",5,positif
1Lagu iklanya 3 ngaco,1,negatif
"udah beli premium, tapi kenapa sekarang kok gak bisa download dan dipake offline, jadi males😩",1,negatif
Banyak iklannn najisss gw mah ama spoti,1,negatif
apk musik ini bagus tetapi kenapa makin lam makin ngelag untuk dengerin lagu padahal paket saya aktif dan lancar tetapi ngelag sekali untuk dengerin lagu tolong di perbaiki,4,positif
enak kali Wak 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍♥️,5,positif
"jujur apk nya bagus musik lengkap minus iklan nya doang kebanyakan sebelum nya 1/2 ini smpe 4 iklan, sama masih bnyak yg blm ad lirik nya. terus untuk kebanyakan org beli premium itu paling gak neko"" buat ngilangin iklan doang, biar denger musik nya juga enk tapi kemahalan banget (untuk kita kaum pengangguran)",3,netral
karna hidup itu enaknya dengerin music,5,positif
tapi kadang kesal karna banyak iklannya,5,positif
gw ksih bintang 5 soalnya apk nya bagus ad lagu Prabowo hidup cangcut 🔥🔥🔥,5,positif
"aplikasi nya bagus larik nya bagus,cuman kurangi iklanya nya ya",5,positif
terimakasih telah mengembalikan fitur pilih lagu lagi. love you spotify,5,positif
bagus,5,positif
LB (lumayan bagus),3,netral
Bagus,5,positif
iklanya di kurangin bisalah biar nambah cakep,4,positif
"ada 4 iklan itu menurut saya sangat banyak, terlalu banyak untuk penggunaan gratis.",1,negatif
Unintstall... since they are become so stinggy and greeedyyy....,1,negatif
XD dan kingdom,5,positif
good,5,positif
saya terkesan dengan aplikasi Spotify yang memiliki lagu terkenal,5,positif
banyak bgt iklannya..,1,negatif
"BOIKOT, KATA TIK TOK WKWKK",1,negatif
mantap la,5,positif
"bagus bgt ini sebenarnya, tapi minusnya iklannya kebanyakan (bisa sampe 3/4), dan pas milih lagu maksimal 3, kaya bro... lu udah bagus bagus bikin aplikasi tapi kualitasnya ga baik, jujur ya, kadang juga klo simpan lagu tiba tiba hilang dari favorit, tolong diperbaiki ya Spotify",5,positif
makin mahal harga langganannya,1,negatif
ʙᴀɴʏᴀᴋ ɪᴋʟᴀɴ ᴍᴇɴᴅᴜᴋᴜɴɢ ɪsʀᴀᴇʟ,1,negatif
kurangin iklanya blok 2 lagu 4 iklan,3,netral
bnyk ikln,1,negatif
sekarang makin dibatasin jd gabisa milih lagu klo ga premium,1,negatif
"good, complete songs, great audio quality, but too many ads and Even choosing songs is limited, but I will never using premium, KARNA KALO GUE SAMPE BELI PREMIUM ITU ARTINYA GUE KALAH BWAHAHAHA",4,positif
mantap,5,positif
"IKLAN E BANYAK, KIKIR BANGETTT",1,negatif
KIKIR BNGT ANJ SEMUANYA AJA LU JADIIN DUIT ANJ,2,negatif
"kok makin update ada iklan muncul ya,Lagi dengerin musik tiba tiba Iklan muncul ganggu banget,dan pas update kok premium Spotify gw Kagak bisa download lagu off padahal baru 2 bulan nyesel gw beli premium,makin lama tambah buruk Ada iklan muncul sering nge bug Tolong kembalikan uang aku",3,netral
lagu yg ada di sini sangat bagus dan suaranya sangat indahh,5,positif
josjis Poko e,5,positif
"apaa apaa haruss bayar,dikit dikit premium, gabisa pilih lagu yang kita mau harus premium dulu heran dah",2,negatif
oke thanks,5,positif
kikir anjenggg,1,negatif
kikir,1,negatif
bagus banget bisa di dengar walaupun hp nya sudah mati,5,positif
sekaramg mau pilih lagu pun harus premium,1,negatif
gk tau mau bilang apa?,5,positif
"kikir beut udah 4-5 iklan cik yang muncul😹😹 mau premium malah makin mahal harganya. kurangin lah iklannya, atau ga sekalian bikin iklannya short movie.",1,negatif
bagus tapi di paksa premium terus,3,netral
bagus semua minesnya kikir banyak iklan klo ga premium🗿,5,positif
apk AP ini ajg mau dengerin lagu ae harus prem masak pilih lagu di playlist harus beli prem apalagi iklannya jadi 4,1,negatif
kikir,1,negatif
"ini kenapa klo landscape pas main ml fitur nya cuma Skip, Replay, pause, mana fitur-fitur yang lain (Ulang (Repeat), Acak (Shuffle), Favorit (Favorite), Equalizer) mana? premium lo, bintang 5 biar semua liat",5,positif
"apalah masa ga bisa pilih lagu,mana di paksa harus premium",1,negatif
spotify premium terbeli otomatis tapi tidak bisa di refund dananya,1,negatif
Terlalu banyak iklan,3,netral
"ini sbnrnya udah bagus bgt aplikasi nya ,dan lagu lagu juga udh lengkap bgtt ,cuman aku kecewa sma Spotify ,aku jga pengguna lama ,dan dulu juga Spotify ga se kikir ini ,sekarang kalo mau nyetel musik harus premium ,kalau gk premium gk bisa banyak dengerin lagu ,dan iklan nya juga banyak bgtt ,aku baru nyetel 3/4 lagu ,trus tiba tiba ikan muncul ,mana banyak bgt ,ada yg 2 dan sampai 3 iklan ,jujur aku kecewa si krna ga segampang dulu klo mau nyetel musik 🙂",2,negatif
suka aja pakai Spotify,5,positif
tolong kurangi iklan nya dan hilang kan premium nya,1,negatif
"banyak iklan, dan kalo dpt musik yg peremium kadang ngak bisa di putar 😭 tpi seru sih karna bisa salin lagu yg di suka dri apk toktok",3,netral
GATA ONLY,5,positif
"pls jgn memaksakan org buat premium yH siyal, nyetel 1 lagu IKLANNYA 4 KALI JIR BAYANGIN UDA MAH IKLANNYA BUA PEMAKSAAN SPOTIFY PREMIUM JIRR GUA... GAMAU... PREMIUM... STOP... mau pilih lagu aja harus prem fak",2,negatif
bagus,5,positif
sangat bagus,5,positif
aplikasinya sangat bagus saya suka,5,positif
nice,4,positif
"iklan mulu woi, baru 3 lagu tapi iklannya udah 5 biji. mana skrg milih lagu dibatesin, kikir amat ni aplikasi",1,negatif
"terlalu banyak iklan, Spotify lapar, kurangi iklan nya!!",1,negatif
el kikir,1,negatif
Enak nyaman di pakai 🤩,5,positif
amazing,5,positif
spotify: Music d... Beri rating aplikasi ini,5,positif
lebih sering dengerin iklan dari pada musik,1,negatif
lopyu Spotify,5,positif
aku suka banget spotiy premium,5,positif
KEBANYAKAN IKLAN,2,negatif
aplikasi nya bgs,3,netral
"udah banyak iklan, mau pilih lagu aja ga bisa",1,negatif
iklannya kebanyakan jir,1,negatif
Sangat suka dengan Spotify yang bisa menemani belajar ku dengan musik musik yang menenangkan hati dan pikiran 😁😊👍🏻👍🏻,5,positif
apk yang bagus banget,5,positif
gatau knp,1,negatif
makin pelit sekarang muter lagu ada limit nya Segala jarang ada iklan tapi apk nya pelit musik mau diputar aja kena limit baru berapa lgu,3,netral
bagus saya suka saya juga sekarang jadi hapal lagu favorite saya gara gara spotify,5,positif
bagus banget pokok nya suka poll,5,positif
bagus banget buat dengerin lagu favorit aku aku suka banget,5,positif
sangat mirip suaranya dengan orang yg asli,5,positif
blok aplikasi kikir harus premium untuk pilih lagu dlu ga sekikir ini dah,1,negatif
"kikir anj masa habis 4 iklan play 1 lagu habis itu 4 iklan lagi,ini suruh dengerin lagu apa iklan sih",2,negatif
bagus,5,positif
app terkikir abad ini,1,negatif
aplikasi ini sangat bagus untuk mendengarkan musik!,5,positif
udah gabisa milih lagu iklannya 4 lagi,1,negatif
"eh mpruy iya gw tau lu mau duit tp gsh kikir jg, cuma sekali pilih lagu dari playlist tbtb udah dipalakin suruh premium, bisa pilih lagi pas seharian full ga pake spotify kan gaje ih",3,netral
